-1.5967488401	0.2308090692	-20.7752494422
-1.0684101491	-0.5940278970	-20.5739978415
-0.0724291152	-0.5053555688	-20.5613883817
-0.3748074979	-0.5494640825	-21.5135552540
-1.2889116274	-0.9488560938	-21.5835528386
-1.6779027705	-1.5626243293	-20.8965488767
-2.1043609992	-0.7811909448	-20.4410324172
-2.5782618723	-0.0549200342	-20.9389767181
-2.6451844194	0.0999942243	-19.9533180829
-2.4797564782	-0.6563123154	-19.3203615170
-2.0659923385	-1.5641580699	-19.3882976833
-1.2488258754	-1.4825852012	-19.9588981028
-0.5349104106	-1.5515330360	-20.6557272821
-0.2385641873	-1.3365953625	-19.7251464353
0.4764104413	-1.4917285490	-19.0434243695
0.6057437928	-2.1511282037	-18.3028401545
1.1778248704	-1.3920188610	-17.9922338981
1.6676520296	-0.6335430390	-17.5623690572
2.1741016573	-0.5327539374	-18.4187278206
1.2247152174	-0.3835936523	-18.6951633412
1.4771806057	-1.1474473691	-19.2891235476
2.0383007773	-0.3412148340	-19.4765622108
1.7080417197	-0.2964550226	-20.4193906756
0.8890771825	-0.6483731489	-19.9661239561
0.3456182381	-0.3961462517	-19.1654779868
0.0344603418	0.5542108435	-19.1669460627
-0.2903330725	1.4334839875	-19.5153538356
0.6624234835	1.2897075593	-19.7829043614
1.3511683284	1.9897535084	-19.5943143097
1.0975694397	2.0536994408	-20.5595078247
0.1684762731	2.1488240620	-20.2021044193
-0.8094806839	2.2702190988	-20.0322119966
-1.7740756390	2.0081230445	-20.0028482278
-1.3066402077	1.5317398231	-19.2581582628
-1.1511265754	0.6195281693	-18.8790996805
-2.1277989413	0.4283984492	-18.9769798105
-1.8459073397	0.9889785269	-18.1983354106
-0.8801178955	1.0108988788	-17.9399360153
-0.0041382985	1.3323211142	-18.2995851393
0.3600518939	0.4178236533	-18.1233469544
-0.0606374693	0.7517993658	-17.2798538109
0.6501617663	0.0901973745	-17.0410081458
0.7173213641	-0.8910675356	-17.2215871165
0.2944623442	-0.6038777519	-18.0810708438
-0.4796179816	-0.1440851405	-18.5162609215
-0.4811759224	-1.1391000953	-18.6159745750
-1.3297381280	-0.7702321014	-18.9952878838
-2.0223651728	-1.0581054918	-18.3339281572
-1.2221630308	-0.9326513315	-17.7474660650
-1.5450718989	-0.0926525645	-18.1835072723
-0.8307473284	0.1030801187	-17.5116225166
-0.2746718846	-0.5565523433	-17.0059891357
-0.2035682943	-1.4405450982	-17.4680509158
-0.6072165071	-2.2478899738	-17.8984720724
-1.2472593726	-2.1227039974	-18.6565443656
-0.3154235586	-2.2242887262	-19.0049156599
0.5089161757	-2.6144996207	-19.4150369350
-0.1904951818	-2.3413499922	-20.0755011910
0.5430016996	-2.4301983553	-20.7493619283
0.7856305226	-1.8014368659	-20.0105857487
1.3096415071	-1.3107557346	-20.7067498928
0.4299932308	-1.2558040392	-21.1791895410
1.0228006118	-0.6756500475	-21.7377598185
1.6510397526	0.0169563634	-21.3833420684
1.5126321488	0.9756147419	-21.6319732181
1.1166393306	0.3129613335	-22.2676462065
0.3875204302	-0.3272231939	-22.5096160395
-0.5757126934	-0.0706089773	-22.5891842078
-1.2287866056	0.1971968371	-21.8808237692
-2.0583564179	0.6879158676	-21.6143490805
-2.3976636817	1.0573374937	-20.7492489459
-1.9333580989	0.8949828922	-19.8785817826
-1.6001060067	-0.0416252240	-19.7703769778
-0.6192076175	-0.1977370992	-19.6543277105
-0.8585894110	0.7072672066	-20.0059860156
-1.2384319236	1.2846892529	-20.7286916582
-1.8060421964	1.7419014176	-21.4133635612
-1.3980422408	2.1758625077	-22.2166155818
-1.4328795467	1.1815919046	-22.3176716551
-0.6536047288	1.2618051790	-21.6961440300
-0.3683847471	2.0902461710	-21.2141325315
0.5386924660	2.2974926039	-21.5805473857
0.5739220080	1.5722265012	-22.2681140803
0.6017636378	1.3329628974	-21.2975586870
-0.1173442715	1.1780722146	-20.6201424994
-0.4877342112	0.3744672131	-21.0860076023
0.0746529259	0.4660158996	-21.9077980537
0.5554127008	0.1825496382	-21.0780288584
0.4363723693	0.2646574476	-20.0885402495
1.2002080643	0.7522461983	-20.5114022142
1.9620255314	0.9483364141	-19.8940022028
1.2692043438	0.3538165262	-19.4859030668
1.8668066824	0.6448540580	-18.7387962471
1.4969642370	0.3879219479	-17.8459343001
1.0483792364	1.2671200045	-17.6853657029
0.8685279582	2.1860105312	-18.0364977544
1.6139016170	1.7941426128	-18.5758099488
0.8853580878	1.1396533609	-18.7779686615
0.5080376425	2.0386163369	-19.0004430405
-0.4636384047	2.2344928509	-18.8682384625
