1.0322535444	0.1193280786	67.7785191252
1.0451957202	-0.0656192262	66.7958559099
0.6141667186	-0.8679527274	66.3829697845
0.5886992883	-0.8973346305	67.3822135554
0.5465045674	-0.9223477759	68.3810098049
0.0678696454	-1.0261026315	69.2528719163
0.9172229136	-0.5759775505	69.5285282916
0.9763768158	-0.4665066694	70.5207565627
1.0497998927	-0.1674776245	71.4721716572
0.6793816208	-0.8311984133	72.1219908770
0.2474957701	-1.0028995236	71.2365568926
-0.4274562312	-0.9826391566	71.9741403207
-0.8527095918	-0.6504639031	71.1322263226
-0.4531426142	-0.9458069078	70.2644021815
-0.9849050950	-0.4174377456	69.6025451785
-0.8871121161	-0.5443703192	68.6154663291
-0.4386671572	-0.9520553988	67.8200482034
-0.3767615702	-1.0183995045	66.8241736340
-0.2827393412	-1.0019951259	65.8287386955
0.4040146986	-0.9684120865	65.1026250210
1.0065441290	-0.2470235916	65.4440293631
0.8610785682	0.6304571090	65.9010494837
0.7656270877	0.7763949698	64.9163712847
-0.0687385590	1.0290988809	64.4264991574
-0.8225101256	0.6567609998	64.9679720817
-1.0901803441	0.0788926411	64.1969851725
-0.8441559492	0.6369759596	63.4045111939
-0.0479558787	1.0466853587	62.9593105020
-0.6107560605	0.8437402045	62.1580182833
-1.0446968346	-0.0017145130	62.4693087028
-0.6540064236	-0.8419741985	62.0933769753
-0.3136168430	-1.0059780223	61.1675056672
-1.0083308538	-0.2867256640	61.1744690219
-0.8318394842	-0.6609899450	60.2640970955
-0.8133281291	-0.7606908520	59.2692518518
0.1508352253	-1.0258518670	59.2603826867
0.1905925102	-1.0764140328	60.2583119556
0.9481292799	-0.4478092057	60.0822607873
1.0198391359	-0.1930231815	59.1179258981
0.8361216698	-0.7084663747	58.2809275664
0.2231585541	-1.0361001040	57.5619474845
-0.4801486301	-0.9587091779	58.2686083998
-0.9396858280	-0.4508603377	57.5399691754
-0.7755523697	-0.6963422826	56.5845641186
0.1473270815	-1.0609426108	56.4606281711
0.9310055602	-0.5369180870	56.1270920551
0.9960639165	-0.2846449607	57.0925586159
0.9290814073	0.4872683338	56.4603693964
0.0855619768	1.0231331337	56.4967546508
-0.7835161309	0.7382766257	56.9011801848
-0.3018527865	1.0636495236	57.7148956756
0.6300989884	0.8671553234	57.4101729843
1.0249943448	0.3796898025	58.1889123652
0.5789118894	0.8816003715	58.9299226374
-0.4055480746	1.0424650747	58.8594873717
-0.9412788971	0.4566791675	58.2513366037
-1.0398855386	0.2644654039	59.2277231047
-1.1122120852	0.3680621078	60.2197092909
-0.3551431643	0.9826196984	59.9979760797
-0.5516871989	0.9038813209	60.9753044331
0.4430819137	0.9496061382	61.0666480357
0.6226215320	0.8414724880	62.0444377060
1.0502968935	0.1243575208	61.4941287846
0.7519881038	-0.7867238191	61.2096245524
0.4400594273	-1.6801026149	61.5330048672
0.2409778327	-1.2552280014	62.4160949427
0.9217905821	-0.5268843156	62.3385741349
1.1108185727	0.3041016072	62.8617670389
0.7228220078	0.7631014427	63.6610028093
1.1079792260	0.0558835290	64.2538744142
0.8349103226	-0.6256417489	63.5749365161
-0.0681832196	-1.0324387837	63.7125527450
-0.5908831862	-0.8772602608	64.5508273844
-0.9952165307	-0.3551196506	65.3017493042
-1.0312060528	-0.3024684982	66.2997135373
-1.0630744300	-0.2914415365	67.2991447819
-0.8258229905	0.6544788461	67.0779064845
-0.7809998455	0.7216331477	66.0811712211
-0.0571553648	1.0748419790	65.4884717279
0.0265572604	1.2378754392	66.4715344356
0.5666969874	0.8921021190	67.2387957250
-0.1802382712	1.0501724429	67.8846296760
-0.9434587087	0.4529966421	68.1313595416
-0.8511064730	0.6060657737	69.1152502396
0.0153524598	1.0469273073	69.3495364446
0.6400429799	0.8328638763	68.5985779892
0.9593353690	0.5094266937	69.4893309062
0.8813729376	0.5867972622	70.4832804293
0.5386154343	0.9575671867	71.3464414554
-0.1483735130	1.0489634792	70.6255441645
-0.8864659622	0.5328473090	70.1909827359
-0.9787314240	0.4429387540	71.1826497850
-0.4746065501	0.9539665804	71.8788600062
0.3412749947	0.9742998965	72.4567214612
1.0163524567	0.2374169739	72.4210286245
0.8955332416	0.5939094354	73.3474819920
0.0172479756	1.0461361600	73.5027430014
-0.7365349026	0.7140938339	72.9356810416
-1.0532233546	-0.2135797192	73.1334945985
-1.0374208572	-0.0765628401	72.1430519419
